-> Cluster1
Point11	78.468080 92.307929 24.858135
Point2596	34.422843 17.133404 77.401534
Point2607	1.477616 30.173732 81.246559
Point2637	18.185695 15.021815 80.741826
Point2639	0.314344 16.621937 92.420116
Point2682	12.538741 33.923995 95.632019
Point2685	40.895992 13.882939 88.344744
Point2689	5.930161 29.067628 80.744441
Point2702	12.275947 22.641435 90.425029
Point2707	36.849757 17.448811 91.269885
Point2713	7.066159 6.829122 78.774256
Point2727	21.023916 16.345375 90.806961
Point2740	35.608576 17.774425 87.209203
Point2769	26.977261 23.634670 90.773034
Point2796	39.839373 25.385137 90.259587
Point2847	12.309664 39.854308 82.952383
Point2849	6.935632 2.681242 91.165442
Point2853	11.659525 41.237821 86.285322
Point2864	11.843874 11.242025 82.383029
Point2866	19.271005 9.202675 88.915784
Point2883	19.782218 41.382539 90.317605
Point2913	13.848388 39.538012 88.055462
Point2926	24.344969 6.300378 96.713484
Point2944	19.999369 33.743831 69.617292
Point2960	6.541118 1.582813 88.924403
Point2970	24.101944 21.174586 84.016048
Point2979	28.953599 25.199053 86.003277
Point2997	25.637809 22.077645 69.036424
Point3021	31.668499 35.911787 94.055206
Point3047	7.713423 3.811028 88.395534
Point3059	14.932798 12.291945 69.635198
Point3063	23.796029 11.707532 73.692492
Point3064	33.273365 9.149702 93.699761
Point3075	17.490346 45.514642 86.451431
Point3081	23.549624 15.507460 76.678881
Point3086	30.555044 33.270403 81.583471
Point3087	36.624956 25.697005 71.153161
Point3097	12.280964 0.472494 91.018026
Point3126	17.457558 39.526601 80.288083
Point3166	35.694236 3.836428 96.360194
Point3174	7.040672 25.058582 73.200910
Point3182	10.809100 21.317169 73.489541
Point3183	27.735068 26.244047 91.735018
Point3257	36.395348 37.493248 82.965482
Point3261	32.513973 31.438419 83.792788
Point3262	34.444643 8.501481 64.294441
Point3278	33.196239 12.507090 80.197483
Point3288	13.332845 40.769782 92.141650
Point3299	23.768214 24.150193 73.640951
Point3315	2.054942 24.457773 72.304246
Point3325	29.800099 17.928169 75.195183
Point3326	43.893493 20.647724 87.202859
Point3337	24.897393 24.209600 69.890453
Point3358	25.751015 26.591473 67.337434
Point3372	27.735032 19.060220 60.360137
Point3378	16.250900 40.190665 86.808782
Point3391	19.263611 10.678533 57.868508
Point3392	32.530469 1.837197 79.497608
Point3395	5.477935 2.345857 87.318231
Point3404	8.830606 29.894490 89.030056
Point3416	7.547825 33.882596 92.015709
Point3439	26.736131 25.951385 64.529517
Point3473	22.044348 18.909949 87.128971
Point3483	14.642749 24.395927 94.135682
Point3485	21.931500 32.330906 93.240727
Point3497	20.107527 37.939925 74.308081
Point3521	29.274987 13.088105 87.454778
Point3526	28.968088 20.520547 58.040214
Point3532	22.975668 17.105641 65.483375
Point3570	21.710824 21.746883 86.177742
Point3571	26.061486 33.233521 95.787411
Point3577	2.987864 6.121173 86.426108
Point3600	20.327790 46.493761 85.212429
Point3603	9.570894 15.942786 73.517426
Point3629	1.819520 20.822090 78.940960
Point3639	45.031806 15.340399 87.807130
Point3642	17.041314 13.095568 77.669746
Point3724	17.856169 9.211222 93.361791
Point3732	17.702537 5.009123 96.497543
Point3759	4.189190 11.525870 88.921122
Point3820	31.629294 11.253530 88.030973
Point3839	26.731720 34.960957 81.505732
Point3851	38.272072 7.338097 73.854634
Point3858	30.202775 5.473197 87.903751
Point3864	29.282223 16.057024 70.606515
Point3867	29.038581 7.535618 89.335067
Point3890	31.563933 14.299801 89.919925
Point3901	25.255429 29.453409 83.007468
Point3902	39.956849 12.308491 93.641729
Point3917	12.472064 40.979969 82.334863
Point3929	8.796572 24.908277 76.753025
Point3969	19.978383 1.255362 94.783905
Point3990	12.328628 7.413815 92.811923
Point3991	16.626891 38.738767 92.652000
Point4006	19.650951 14.169034 60.686932
Point4031	11.686945 28.525464 95.557091
Point4082	6.099305 22.994979 72.098466
Point4097	13.047231 6.064541 89.817229
Point4107	3.031145 23.237463 78.020017
Point4113	11.037872 11.165359 87.654487
Point4128	3.885831 2.358357 86.981744
Point4135	10.694385 23.587135 84.714052
Point4144	19.166581 39.971329 85.872473
Point4145	29.599866 21.078563 74.009781
Point4155	27.828846 30.405971 72.725143
Point4165	28.530923 29.143360 94.006029
Point4188	27.433712 33.065712 82.702088
Point4204	15.303417 41.493720 92.134092
Point4220	40.190835 23.889447 94.281838
Point4240	39.708085 10.384291 86.146812
Point4251	34.834774 2.318877 88.892497
Point4259	30.654499 21.444833 76.630887
Point4276	16.251925 11.078807 91.191938
Point4283	3.326521 16.126287 87.945729
Point4293	12.948230 11.941215 73.036288
Point4308	11.133412 15.716706 85.429515
Point4326	9.799811 33.316496 95.710777
Point4347	33.556212 9.175668 96.099009
Point4356	11.078759 30.290728 82.856606
Point4371	18.531416 32.960105 68.850084
Point4383	28.720813 7.253765 81.118651
Point4399	14.790142 15.713255 91.354825
Point4410	1.110008 18.128879 76.910756
Point4411	18.180343 34.261883 91.799158
Point4415	10.452865 24.498776 70.569530
Point4430	12.421828 28.723217 94.886864
Point4433	11.256921 11.127469 87.519678
Point4437	35.365541 18.844702 75.107347
Point4441	14.181476 31.037826 81.380925
Point4460	40.758171 15.005565 77.060834
Point4462	7.259790 20.075322 90.480703
Point4463	8.687642 30.971474 76.168477
Point4493	26.666378 1.782054 75.094283
Point4507	19.853516 18.947141 54.520077
Point4546	32.004566 22.289704 90.886250
Point4569	0.742297 21.506309 79.853779
Point4610	0.658325 10.096154 85.206249
Point4613	32.911721 11.813722 85.109924
Point4615	11.780925 19.439063 92.683952
Point4630	37.730226 17.367542 64.531659
Point4665	15.490505 32.673083 67.780826
Point4679	15.139638 2.524431 89.521610
Point4685	22.975746 6.558476 87.920379
Point4687	11.216464 14.321426 65.368752
Point4691	33.914468 16.413649 69.728889
Point4700	22.136377 34.710471 77.572253
Point4719	11.735698 24.525954 94.085369
Point4727	8.874451 7.871516 74.620665
Point4768	18.879277 18.221772 81.453866
Point4775	38.183246 15.114605 95.395972
Point4779	4.268616 5.484457 73.604306
Point4781	10.898783 4.800050 89.217637
Point4786	27.289597 3.715300 85.914132
Point4788	24.896365 17.495284 89.978025
Point4814	28.953217 13.096053 90.163445
Point4816	10.455457 10.127755 73.025752
Point4817	36.582017 9.448350 82.558671
Point4848	10.072756 28.162872 72.415772
Point4859	4.568498 27.221005 80.965436
Point4899	16.594757 9.138852 92.972790
Point4910	30.537495 27.335212 76.543414
Point4922	15.811315 10.786310 89.070752
Point4948	14.172887 11.692966 59.359765
Point4958	18.068214 17.575562 78.611034
Point4959	29.997946 7.809564 77.558397
Point4966	22.728267 16.445363 85.283771
Point4967	0.193746 27.481409 81.368511
Point4984	32.120214 4.842058 93.629825
Point4997	11.146126 27.184383 87.590884
-> Cluster7
Point4	69.562703 87.199006 64.318808
Point5	69.787150 71.451569 87.532979
Point24	59.353200 78.548936 60.792879
Point86	58.582958 70.752328 75.895494
Point107	72.868545 70.322310 66.208074
Point141	69.808762 69.270010 94.393585
Point144	58.068172 83.651104 88.695700
Point160	68.199998 82.342920 62.623438
Point185	77.384765 82.209816 74.130785
Point203	65.698967 83.915016 91.934234
Point204	65.349288 88.728689 77.266305
Point205	63.723518 64.004531 69.887104
Point213	75.155597 87.135784 57.689772
Point214	90.658972 86.564593 72.326466
Point229	83.030754 67.493624 91.710910
Point230	89.109891 83.614047 95.425464
Point241	97.396030 64.462826 70.929794
Point273	95.750210 83.977194 87.083110
Point300	70.501524 83.595940 87.160038
Point302	67.274420 75.793298 86.919332
Point310	69.810388 58.626532 82.962406
Point313	91.863678 63.785548 87.486592
Point342	92.341328 84.848334 84.764610
Point359	92.493297 79.407770 70.257334
Point371	77.701696 70.765921 74.519847
Point379	68.737406 80.553450 62.720715
Point383	74.638685 53.858993 77.761952
Point397	82.177499 70.266101 56.062155
Point422	94.776455 65.067567 68.038506
Point443	93.541555 64.558892 72.755925
Point444	77.486808 58.957384 69.131438
Point446	84.354673 55.598490 74.906093
Point463	93.992270 80.756987 78.479655
Point464	84.813810 65.458866 69.158699
Point465	84.802928 97.650499 66.175289
Point503	82.132732 86.882482 87.974981
Point520	77.572767 65.315133 61.406027
Point540	68.820711 85.000692 62.786709
Point554	88.556812 60.913469 82.614420
Point570	94.674423 61.879797 82.567950
Point582	58.548816 69.764205 74.991633
Point594	84.041402 72.096905 51.722269
Point605	74.608900 65.936951 86.862476
Point612	85.438612 75.612242 66.886552
Point638	74.907048 87.600063 63.535729
Point644	72.744506 71.204760 96.947441
Point667	70.320889 75.843683 94.864197
Point691	66.957363 80.269982 60.106061
Point705	67.388663 75.019792 54.504169
Point707	56.743336 83.595884 67.805218
Point710	88.023066 91.181057 91.582004
Point735	59.457181 78.209302 88.154496
Point753	66.110245 85.353042 61.471762
Point758	61.530404 74.336744 76.560045
Point764	57.524117 82.225666 66.825364
Point775	60.095641 68.935805 77.671277
Point788	58.994577 77.657628 63.887059
Point797	62.473444 88.754075 66.670088
Point817	78.430677 86.880539 75.962796
Point848	78.986962 76.969914 71.258738
Point852	71.199840 70.322650 62.886318
Point892	75.805963 80.415631 87.562523
Point894	56.102978 76.822899 65.290686
Point925	59.420094 87.987531 72.247972
Point951	88.733290 73.977240 64.294471
Point1053	76.167948 95.769648 85.849864
Point1059	72.374660 76.078806 76.711769
Point1068	68.806926 61.303628 82.890753
Point1082	86.781406 60.137729 63.358368
Point1111	70.277303 96.078534 74.107657
Point1129	96.646058 72.416975 71.795029
Point1131	70.996015 91.183502 81.589834
Point1149	60.563839 82.243708 78.508338
Point1165	93.224973 81.791023 66.279859
Point1172	81.886452 74.648357 65.544359
Point1179	91.782819 68.103087 60.407866
Point1218	76.874021 77.829572 59.241956
Point1228	77.409222 78.525320 85.605978
Point1237	72.917041 79.774969 53.855270
Point1268	91.625659 89.998571 76.148415
Point1279	62.698856 86.020994 72.717003
Point1316	96.997696 91.751062 65.538165
Point1320	66.852567 57.012520 72.247994
Point1323	94.237493 89.755799 68.265216
Point1340	77.148978 53.939487 81.348875
Point1342	53.370967 77.092052 68.062639
Point1345	68.549578 92.704519 81.648246
Point1352	63.249764 80.844700 77.787759
Point1397	71.522019 86.591006 60.330573
Point1430	71.572548 88.565227 84.273566
Point1480	67.380183 76.493556 56.822705
Point1488	94.330695 79.486746 60.284307
Point1498	73.805570 78.958178 87.177276
Point1506	66.842588 65.590555 63.872721
Point1538	72.041628 77.594976 63.525037
Point1539	71.536233 67.946759 94.393519
Point1580	79.773803 69.357057 53.839833
Point1594	85.653374 54.510079 77.351190
Point1620	74.778042 93.169359 89.590977
Point1622	69.979553 81.390086 95.101993
Point1625	85.156829 58.013630 82.626418
Point1662	89.565555 69.429461 96.148107
Point1666	87.362491 61.447631 62.785934
Point1668	61.374093 64.952661 68.829386
Point1696	69.900867 71.183109 86.918331
Point1697	77.731607 58.455429 64.470914
Point1699	73.952304 76.666108 80.084451
Point1746	85.669171 87.818958 62.754462
Point1755	78.378846 66.622801 90.167952
Point1760	82.534525 73.491096 65.900780
Point1770	79.568588 82.078547 86.782887
Point1785	64.903082 78.009681 90.312608
Point1786	81.163513 70.047591 96.944273
Point1788	73.842799 59.243021 60.439910
Point1790	60.764034 79.159045 69.515241
Point1795	92.967274 93.905805 68.866666
Point1858	59.663665 70.404425 73.220528
Point1903	94.059749 80.642198 91.923526
Point1920	87.463106 83.517666 70.911916
Point1938	64.112982 72.614160 59.352856
Point1947	65.365698 62.180720 65.753448
Point1956	82.630886 94.728494 74.382550
Point1970	66.097460 76.252707 82.287984
Point1971	96.648773 79.117548 87.998911
Point1986	89.555129 86.128658 64.327865
Point1990	64.976833 72.336925 75.189088
Point2023	82.612852 91.314881 62.378129
Point2027	78.201462 67.905870 96.082457
Point2028	76.574650 85.626043 56.136580
Point2050	90.363530 66.414996 89.120492
Point2053	65.178795 66.598322 74.072976
Point2078	86.236297 91.931089 75.664881
Point2131	57.886528 80.201054 73.435334
Point2165	95.429219 73.411319 78.137733
Point2169	81.108880 56.179688 84.811903
Point2225	86.641973 55.956908 65.857845
Point2226	94.628679 90.273244 85.782929
Point2250	85.370867 64.378642 74.142596
Point2255	77.227051 80.078239 54.494414
Point2256	92.000745 68.077218 90.853714
Point2257	89.601324 66.936414 85.256472
Point2260	87.655962 80.389203 77.417561
Point2276	63.599871 70.079895 85.154301
Point2283	77.358052 70.848379 88.376243
Point2286	73.725493 97.130925 64.283193
Point2291	64.991285 70.153890 87.717946
Point2380	88.548649 77.829263 71.897421
Point2404	85.045628 84.254847 55.534181
Point2405	83.748008 90.791609 81.424273
Point2415	68.827385 56.384795 72.496935
Point2424	82.397051 82.251028 60.081446
Point2431	81.042224 75.998246 77.571665
Point2447	93.315464 86.331130 61.870057
Point2487	76.970974 81.506306 76.972072
Point2527	77.087928 95.330955 86.496838
Point2564	55.355349 73.487831 72.599834
Point2577	77.410545 79.244797 66.200657
Point2618	81.876327 61.563719 57.225019
Point2642	85.004910 89.884510 92.395827
Point2644	81.014490 67.525108 88.925576
Point2656	90.250777 71.215532 85.868697
Point2663	64.114800 90.561219 84.523024
Point2679	91.752831 72.243720 87.735397
Point2684	89.155390 91.539342 65.201937
Point2691	84.206479 63.943343 79.668204
Point2694	86.734231 59.988592 71.806002
Point2696	86.469992 80.085148 70.783552
Point2728	65.475523 93.105045 62.020861
Point2741	67.591915 79.164434 76.960812
Point2745	88.262168 94.829786 65.232835
Point2746	81.311836 64.966170 54.054577
Point2814	89.636216 60.579931 85.710306
Point2821	86.868007 67.147957 85.783524
Point2826	84.923116 93.166916 59.470793
Point2836	75.945787 97.786548 75.174241
Point2843	89.104876 67.311662 81.799410
Point2848	94.542077 65.060732 86.462824
Point2871	58.346715 70.065832 64.887785
Point2887	85.108406 55.577132 77.540399
Point2903	90.035979 76.390983 82.671808
Point2920	77.266670 71.207805 83.150468
Point2921	92.915513 85.105354 58.013129
Point2922	92.321117 74.923098 66.129654
Point2939	53.317395 81.267491 77.350381
Point2943	90.575374 71.570064 78.299105
Point2955	90.532864 95.468070 63.265809
Point2981	82.089797 81.511017 84.202146
Point2982	91.194263 94.773980 62.381254
Point2992	88.405859 94.717479 67.295828
Point2993	97.325447 69.381878 74.576408
Point3031	86.209135 76.749306 88.962000
Point3033	94.054554 77.599403 92.751566
Point3035	73.282734 70.451625 78.826863
Point3045	70.506336 75.968543 92.890521
Point3078	75.236443 63.037204 61.787040
Point3099	81.819144 73.172604 60.332051
Point3116	68.674370 78.861275 80.336105
Point3124	64.444796 77.108483 86.359247
Point3127	88.105219 92.439000 70.266455
Point3132	80.710542 60.581679 61.744750
Point3142	85.136511 77.143444 93.779936
Point3153	62.568063 75.400205 80.914220
Point3158	93.219561 81.525219 74.569249
Point3185	65.966279 59.090005 77.266336
Point3219	61.372617 84.953339 68.797804
Point3223	69.898178 65.823227 81.762709
Point3237	84.193795 68.577318 81.378793
Point3267	72.147107 54.963992 73.608598
Point3271	76.500033 68.523363 80.197373
Point3280	81.536671 78.170991 95.995101
Point3301	94.503679 80.553593 88.865494
Point3314	84.374321 82.863038 91.835803
Point3321	70.536027 65.522342 90.439261
Point3322	83.455253 65.981951 79.410876
Point3336	65.874574 70.951188 83.001453
Point3353	62.534210 81.829654 63.502111
Point3367	67.570302 73.674760 53.819746
Point3402	91.343664 72.719510 92.981769
Point3403	79.540716 72.139115 75.283367
Point3408	72.304236 93.322834 82.609190
Point3410	82.783525 88.943766 94.528312
Point3426	54.377901 78.686650 77.152770
Point3433	56.699027 84.073591 73.312674
Point3463	70.714520 86.302366 85.823548
Point3482	80.886069 58.435731 82.657714
Point3488	95.025440 83.005491 72.420534
Point3499	67.644068 85.033728 59.967969
Point3514	95.343711 74.366752 88.300226
Point3527	72.813336 97.970122 83.716522
Point3541	75.464823 94.832696 84.748641
Point3543	74.944744 72.602009 83.772987
Point3549	64.622942 76.473791 81.663873
Point3601	71.502432 79.145869 65.495132
Point3666	97.146582 88.856787 64.654244
Point3673	70.794963 89.795635 83.025217
Point3686	79.987859 81.608497 86.546431
Point3712	66.992600 67.688984 71.250369
Point3718	87.912409 72.611792 83.371203
Point3751	68.087617 87.765853 70.809144
Point3799	77.098679 62.765023 60.873999
Point3822	79.831207 77.516405 93.648014
Point3835	79.774743 73.152760 73.678262
Point3850	94.206741 72.135682 90.195761
Point3859	96.106568 92.763947 68.013856
Point3884	66.155365 79.084629 63.421809
Point3900	73.097871 56.146194 69.152675
Point3904	82.668947 80.254809 53.633902
Point3947	85.342190 69.130010 91.022377
Point3963	85.080608 90.562005 57.360022
Point3976	84.668347 74.653956 91.908370
Point3979	74.462291 79.571328 68.511748
Point3980	65.659934 85.597213 68.156002
Point3986	87.878243 77.353619 60.329539
Point3997	85.595648 68.713729 92.816368
Point4017	84.560603 80.477240 86.213690
Point4023	93.586416 69.635012 85.399452
Point4041	81.439493 81.059145 70.117466
Point4054	86.564956 67.818623 90.527323
Point4056	79.114406 77.500967 93.580383
Point4059	82.249845 62.758434 70.545814
Point4081	91.024658 83.017351 66.518130
Point4137	54.985234 80.732329 74.966142
Point4197	81.999275 96.220669 76.973680
Point4203	91.967316 78.234067 82.032060
Point4237	81.494499 75.858512 70.072435
Point4249	62.544440 86.953881 62.117161
Point4266	90.835525 84.464015 54.950826
